,review_id,user_id,business_id,stars,useful,funny,cool,text,date
879,CnxgHZ84hdSblElUB__4-Q,5QBtIy-aUrg9BdsxqhqORA,_5inlOVvlrCOKcI772RqJQ,1,1,0,0,"Hour wait even with reservations. We made 7:00pm reservations for a party of 2 and did not get seated until 8pm and that was after having to ask the host several times, and then finally for a manager. It took at least 15 minutes for the employees to find her. This location has just really gone down hill, I've been to many Benihanas throughout the country from locations in Atlanta, Detroit, San Diego, and this location is the absolute worst experience I've ever had at a Benihana's. It looked as if they were short staffed there were at least 4 grills that were not being used. One positive experience was our chef Joseph made the food delicious and of course entertaining. The manager did seem understanding and apologized and was willing to try and make our visit better. But, still will not be returning to this location.",8/30/2015 14:20
889,2b_16PmlXFn8l8xpJfQUbQ,d6fmjxN7lUxajB4vAV0RGg,2qjvYspb3bEmCaw1vmSk0g,1,0,0,0,Got take out sushi today - half of the avocado was brown - like really brown.  If this is a sushi place you would think the products they use in AVOCODO sushi would be fresh.  Or at least call the customer & say that the avocados aren't good - would you like something else.  Not just send the product on it's way - my hubby picked it up - so not sure if he even looked at it before taking it.  I would have taken one look & refused it.  Got all the way home & it just looked gross - feel really bad cause my little daughter was the one that wanted it .  We picked out the good ones & tossed the rest.  Now - saying this to the manager - he didn't even offer a refund or an apology - second manager did - & offered an apology which the first manager didn't even offer.  Really disappointing.  Feeling sick  with stomach pains - which is what prompted me to call.  Very disappointing.,2/23/2014 23:32
891,s2ax2wTNoa5v4Q7jXvEs4w,6gL9KyY04VchdaqhYYoKUQ,7sb2FYLS2sejZKxRYF9mtg,1,1,0,1,"I really liked Sakana when it first opened, I went there for lunch a couple of times but because the 'word wasn't out' it was very slow, I was immediately seated, the service was quick and the sushi was good.  You could tell they were really trying to make an impression.  I returned there about 2 weeks ago for AYCE and the experience was quite different.  I went early, about 11:30 a.m. because I knew they are much busier.  There were only 4 other people in the restaurant.  I ordered my first round and as I waited, the restaurant filled up quickly.  I waited.  And waited.  And waited some more.  When my first order of sushi arrived, it wasn't everything I ordered but I was glad it came because it took the edge off.  I slowly received more sushi.  The 3 orders of eel that I ordered never came.  I reminded the server.  She said she would check on it.  I waited some more.  I asked her for the 2nd time about the eel.  Even though the restaurant was practically full, she was the only server working, ping-ponging from table to table.  Since I had nothing to do I kept an eye on this poor guy at the bar who wasn't even acknowledged for at least 1/2 an hour, not even to be given water.  He kept trying to get someone's attention!  Finally about 12:15, what I thought was another server arrived, turned out he was a bus boy and could only pick up plates and fill water.  FINALLY my eel arrived, it was super mushy, was much larger than the other sushi and didn't have that warm toasted crust.  You could tell it was thrown together.  Since I made such a big deal out of it, I ate it all even though I didn't like it.  I felt so sick after that, even though I didn't get my money's worth I didn't want any more (she wouldn't have been around to take another order anyway).  I was in the restaurant for well over an hour even though when I arrived I was one of 5 people there.  Then on the way out I noticed a dead roach on the floor, I nearly threw up.  The quality and service went way down with this place which is unfortunate.",7/16/2015 6:55
912,qrNZIUOE0gTWLjy-SAMTFQ,JPDaqTLC5vtzfXjsYezG-A,JlMYSLiLnpWiihmzZkQS-w,1,0,0,0,Waiter was good but the steak gorgonzola was a small portion for the price and where me and my wife was there was several nat's flying and went into my food we had to move got the food there was comp or anything spent 50 dollars for bug food afterwards my wife went to talk to the manager saying we will not return he asked if we paid and we said yes and he sorry we can't do anything have a nice day stay away if you want bugs in your food unless you don't mind paying the money for bug food I will never return to this one I'll drive to go to my other one,5/31/2016 3:09
919,CByR0CEt_x4kCOYstF5lDw,cJshXISsMBDVIiUO_mCl1A,AXhTU2DzkI0xhHwqSmqY8A,1,3,1,0,"I don't know if this is the correct PODS location, but this comment is about the entire PODS company, not a specific location.

The whole notion of loading all your belongings into a box and then having the box shipped to the city you're moving to is brilliant and simple...unless you're dealing with PODS. These folks have less than no clue about what customer service is. My brother moved to Scottsdale from Minneapolis. He arrived well ahead of his PODS container. However, when the container did arrive no one bothered calling to let him know his unit had arrived. When he called them he was told, ""Oh yeah. The container arrived last week."" It never occurred to anyone to let my bro know that his container had arrived.
Next was the issue of trying to schedule delivery of the unit to his home. Problem is, no one at PODS location has any discernible grasp of how production scheduling works. All they were interested in telling him is that there will be extra fees for overtime because they're so busy. Since when are the internal logistics problems at PODS any concern of the client? Thankfully, my brother is a very persuasive bloke and he takes very little guff from incompetent lackeys. Of course he paid no additional fees, but a more timid individual would likely be held up for extra charges.
And then there's the challenge of trying to contact PODS. All communication and billing are handled at a centralized call center, and it's a typical call center staffed by individuals who are paid far too little to give a crap about people calling in with questions, problems, and concerns. So, if you want to contact the local location to see if the unit has arrived...no dice! You get to deal with a call center lackey.
My brother did give a positive shout-out to the guys PODS sent out to empty out his home in Minneapolis and load the container. They damaged only two pieces of furniture and they didn't break near as many fragile items as he was expecting they would, so he was pretty pleased with that.
Bottom line here is that until PODS matures and figures out its logistics issues, timing issues, and customer service issues, you'll do much better with U-Haul or Atlas Van Lines.",11/18/2015 19:10
922,cefAeJKm_frWEbnvP-kgZA,wosxh2SqjYTp59Dqnca_Fw,zYb4kj2R54R2YPeNm829BA,1,1,0,0,NFL football on and I'm listening to Casey Kasum tip hits from 1978. What is the target demographic? This isn't the only time I left due to terrible ambiance. I'll keep  giving this place a chance because of the happy hour pizza and wings. I hope they will find an identity.,1/3/2015 23:08
929,h5laXnB7HFSHl4HmLtpsYw,Gu-2DstxgjhYhyR1pBlK7A,MBekdd_f7S1ezEzZb3o_ZA,1,0,0,0,If you like the way cake mix from a box tastes then this is the place for you. I felt like I could've easily made these at home.,12/7/2013 8:07
933,xy6fh6z0BLTJTrlBP4RT_A,L1q7JmtgVNiUC7W5QWuixQ,HmsCerK_rub0Ulo0aC0f9A,1,2,5,0,"Please thank your head server for telling us to sit far away at a table far away from everyone because according to her our 2yo twin boys are loud. We had just walked in for 20 seconds! 
Her actions made it possible to have an excellent dinner at Bachi Burger. 

We have been there three previous times with the worst sounds made being the little soy sauce dishes being tossed on the floor. 
We were seated at the last table in the restaurant closest to the restrooms at the time. The same person sat us that time as well. She is a shorter Asian woman with glasses. 
Our boys are not children who cry throughout dinner, in fact they do not cry at all when they are out eating. Because they love food!
They are the type who flirt with the other very friendly tall server and wave at the man who brought our iced teas. 
You lost repeat customers who will take every chance that we get to make sure everyone knows what kind of a person you choose to employ.
 Very rude and poor customer service! I have never had heard anyone works in service industry would talk to customer like that.",11/10/2016 6:59
951,sCaOA17zQ7ZogPQzoM67ZQ,hXv_8LrL6yqriayLDfXwIA,Jt28TYWanzKrJYYr0Tf1MQ,1,1,0,0,"I'm surprise this place stays open, I assume it does good business since it's conveniently located on the strip.

take my advice and save yourself and eat somewhere else.

-they charged ridiculous prices for Mexican food. Expect $10-15 per person for a small plate. I order the 2 combo with rice, beans, chicken soft taco and tamale. It was not filling, and definitely not tasty. 
-chips and salsa was below par. 
-the guacamole was $10!!! for a small serving. The waitress did not bother telling us how much it was. 
-incompetent workers. Seriously, how hard is it get hot water? first time, you brought out cold water. We asked for hot water.
-Don't bother asking for suggestions, their not at all familiar with their menu!",11/22/2010 3:34
973,NJaMH6_omx796ZxCSf0vag,gxhirCx10a8yi0d8rYyigg,VlDTUr3y-bdVZDKXEILKfQ,1,0,0,0,Horrible place to watch the NFL playoffs!! With about 25 tv's they only have 5 tv's with the game on. Thought this is supposed to be. Sports bar!! Not coming here again to watch any NFL games. Even asked the younger owner and he wouldn't change the tv's or put the sound on to at least here the game.,1/4/2015 1:21
974,QiyzR5tI-PKuD6qpMLEwYw,RF85D8K4ugyKvJns44nPAQ,On_ns0CHXLHblOQGwsUF-A,1,6,0,1,"Frightful experience. The front staff was very unhelpful and gave me the wrong results and when I pointed out that I was given the results for the wrong hip, they gave me the run around and insisted they had done the reading on the correct side.  Absolutely no concern for the patient and told me to drag myself over to my primary care and have them sort it out.  My primary care doctor was appalled and promptly had the receptionist call them to insist they re-process the results on the correct hip STAT!  

If you have any work done at this place, make sure you double check the results. Good thing they're not surgeons - gulp!",4/10/2013 23:35
978,nLcEOljoPcRDOjk7cjt22A,pOWp1nbaGLTvIqSXd4BmZg,w57TpTKCHN47Cgtajm7_KA,1,1,1,0,"Spent over $30 trying to order a new 52 comic book with a hard cover from this store. I attempted to cancel this order via phone today during business hours with nobody answering at all, three weeks after placing this order with nothing to show for it. When I arrived to the store in person to cancel the request, they claimed it could not be done; their reasoning was nobody would ever buy the hard cover of this book, at a COMIC BOOK store. This comment was than followed up with the idea of getting a fraction of the money back as store credit...

Got the same hardcover book for 12 dollars on Amazon in two days.

My bank agreed, I had every right to not process the transaction due to lack of service, and it was canceled on my behalf and determined to be fraud.",6/21/2015 3:29
984,AdXdMAyjcibr5CNp9pEpMg,rim7FCi4BZMcv7KcaGt5IA,UCpUOtvqR-NBWBNVMzJleA,1,3,0,0,"Terrible interaction with the local community.  Let me start by clarifying an inaccurate statement, Blue Martini does not take reservations on Sunday night. They actually are attempting to change a Bar Restaurant into a Night Club on Sunday nights. 
Neo-Soul, a promotion company operating on Sunday's has increased their visceral attitude toward anyone not willing to pay 300 dollars for a  bottle service on Sundays.  On Sunday August 7, 2016, I visited the Blue Martini as I always do several times a month.   During my visits I normally spend  around 100 dollars.  After checking online banking I discovered that I have spent approximately 500 dollars since mid May.
Yesterday I ordered chicken wings and a cocktail around 730pm.  I waited 45 minutes for my wings.  I look forward to eating BM wings on Sunday since it is the only day that I eat Chicken.   Half way through my chicken wings a Neo soul representative came over to where I was sitting with a retired engineer.and a VA Nurse.
The unknown Neo soul promoter described as early 30's, black male, bald head and bow tie, failed to introduce himself.  The first thing out of his mouth was ""Other women are wondering why you have a stool to eat your dinner with. He further stated, I have to ask you if either of you two are disabled"" (he clearly was the one to ask about disabilities).. I was embarrassed that he would stand by with a security officer while I ruffled through my purse in the dark for 3 minutes. I assumed he would be allowing me a reasonable accommodation after forcing me to reveal my disability and showing my credentials.  Instead he was throwing me out of my stool and escorting me way in the back where they hid chairs for Profit.  The promoters actions were consistent with some one without knowledge of Restaurant Regulations.  "" if a patron orders food from a bar that patron should be afforded a proper bar stool"".  Meaning,If a patron orders food from a Blue Martini Bartender at a bar and pays for the meal a bar stool,and proper eating utensils  MUST be provided. Blue Martini can't profit from a customer and then not provide a stool in order for Neo Soul to increase it profits.  The Neo Soul rep. appeared surprised when I produced my Armed forces Veterans disability ID as if he was not expecting that. I explained to him I was a Desert Storm Veteran and retired from the armed forces and Las Vegas Metro.  He then told me to grab my half eaten chicken wings in order to place me out of the way in the back.  I was not going to pay several hundred dollars for a bottle service and chicken wings to hear the same band so that I could sit down for ten minutes to eat.  I asked him if there was an emergency and why I could not eat my last two chicken wings.   I explained that it would not be unreasonable to allow a disabled veteran to finish two wings and then move.  He said ""Let's take the disabled veteran out of it"".  I asked why when he was the one that interjected the disability as a prerequisite to a bar stool which is inconsistent with restaurant  practices. It is also unsanitary to drag your food around in the dark .  The Neo Soul rep also felt it necessary to have a Blue Martini Security officer stand by as a ""Show of Force."" We took this as excessive, embarrassing and humiliating because it was for profit.  Neo Soul felt  it necessary to interrupt my dinner  so that Neo could increase profits.  Neo Soul is confusing Blue Martini with nightclub practices. Neo Soul and Blue Martini's failure to fallow guidelines of restaurant/Bar have generated a multitude of complaints.  Lastly, He continued to make the situation worse by making me stand and eat my remaining two wings.  

Neo Soul claim that by removing seats people are able to get to the bar to order drinks easier are 
false. The first bar where more then 25-35 bar stools remain, individuals are allowed to eat and drink around the bar with a proper bar stool. 

Secondly, at 815 pm there appeared to be about 5 people at the bar on this particular night.  
Lastly,the stool that was taken from me was moved to a small high table where 3 dancers immediately occupied the table.  

The entire scene was mishandled and escalated by the Neo Soul rep.  The rep who hides dozens of chairs from restaurant goers was unnecessary and purely for profit.  I would like to reiterate the fact that,  You absolutely cannot make reservations. This entire ""rigged system""  is sit up to increase the profits of the unprofessional Neo Soul reps desperate to make more money. 

I asked  to speak with a Manager at this point.  This manager can only be described as stocky, Latino with a neatly trimmed beard.  He was extremely professional and apologized for the behavior of the Neo Soul representative's behavior.  He further stated that Neo Soul Rep was unprofessional and to contact Scotty M immediately.
Additionally, he offered to purchase my chicken wings and I said ""thank you but If you could give us some drink tickets instead.",8/13/2016 1:29
1000,I8ZL3cZoTWqwcJYipihbtQ,#NAME?,hvOE0XwbC4UPfuHHiC_frg,1,0,0,0,"Dos Mas has to be one of the worst Mexican food restaurants we have ever been to. So where do I begin, we got the menu and there was not much of a selection. So we decided to order from the appetizer side and had the Mini Chimis, rice, beans anda quesadilla. The server brought us some chips and salsa. The chips tasted like old oil and the salsa was clumpy and watery. We got our quesadilla and Mini Chimis. The Mini Chimis had no flavor unless you call the taste of oil flavor. The beans also had no flavor and the rice was under cooked. I would like to say the only thing there that did taste good was the water but that was before the server put her finger in my cup to refill it. Can't say that we will ever make it back there..",11/5/2015 2:49
1001,TomwzhbWKwhXgrkjM_5Q9g,bHXujstlLp-QuNr72Meprw,CprGqTJeCTQQDrl9_Z-IKA,1,3,0,0,"Boo!  I was excited to use my groupon for this nearby salon in upscale Dana Park, unfortunately I was quite disappointed.  My first visit I waited on my hairdresser well past my appointment time and was disgusted that the previous client's hair was still on the floor around my chair as well as on the chair.  Then I was covered with a dirty apron, also covered in hair.  I decided to give them a second chance and again was disappointed.  I struggled making an appointment and when the receptionist finally offered an available appointment I was told that they could not take any groupons for that day.  I did finally get an appointment and when I showed up, I was told my appointment was for days later!  Then the hairdresser said I couldn't be accommodated because she had paperwork to do.!?  Too much drama, hassle, and lack of professionalism.",10/24/2013 2:24
1004,JFIaA360N7tI6tVQAvQOFw,82ksBgi3GcayHuPE87zD-w,kBJfBVaXJtPEKLTov1hJdQ,1,13,2,0,"Before I get to the reason for the 1 star review let me give you a little bit of background.  I ""Yelped"" banh mi sandwiches for Phoenix last night because I was craving one and wanted to find out what Yelpers out there think are the best.  I was a bit surprised to see Reathrey on the list as they are not a Vietnamese restaurant, but having patronized the restaurant at least a half dozen times, I decided to read through the reviews.  

My boyfriend and I originally went to the restaurant after reading the glowing article in Phoenix Magazine.  Our first visit there was pretty uneventful.  We ordered the Mi Keaw soup, spring rolls and the crepe (which by the way was served slightly burned with that side facing down- but I never complain about my food and ordered it again on later visits).  My only real complaint that first evening was the incredibly uncomfortable bench seating.  On subsequent visits we opted for the tables in the center of the space.  I have tried a number of different things on the menu and while having no other Cambodian food to compare it to I find it to be just meahhh.  My boyfriend on the other hand loves the Mi Keaw soup and has ordered it as take out a number of times and is the reason for our repeat business.  In my opinion the Pho at many valley Vietnamese restaurants is much tastier.

Okay - back to the reason for the one star review.  So here I was reading through the reviews when I started coming across the owner's incredibly RUDE, SARCASTIC, CONDESCENDING, DISRESPECTFUL and downright UNACCEPTABLE responses to his less than stellar reviews.  I have three words for you GET OVER YOURSELF!!! I don't care if you are running a Michelan star rated restaurant (which CLEARLY you are not) that type of disgusting behavior will run your business into the ground.  I, for one, will be spreading the word and NOT in a good way.  

Sincerely,
A very disappointed EX-patron",5/7/2013 20:01
1006,SsAH06MwFfe75ooqGww5DA,xUhKi3p2BRTEbTHtJz-Hhg,I37npEJQHTaodl8pnxp2uQ,1,4,0,1,"This last year, I finally saved up for the down payment on a car. I needed one very badly, having been using a relative's vehicle for several months, but that they now needed back. I had planned ahead and done my research, and wanted a Ford CMax Hybrid. My work offered a discount/cash-back deal through Cars.com, so I submitted the request and my info was sent to Berge. My plan was to take advantage of the 4th of July weekend specials.

I was almost immediately sent an email from a salesman named Chris. He wanted to know what I was looking for in a vehicle. I replied right away with the details... But the only email address given was a generic one, nothing direct. There was no response. A few days later, he sent me another email, this time with a map to the dealership, but with no indication my reply was received. I replied back, asking for some quotes, but again got no response. I was anxious with the impending July 4th weekend, but held hope I could still make contact. I decided to call. 

Unfortunately, the only number he gave me was his personal cell. That Friday after work, I called and was immediately sent to voicemail. I got a text saying he was at dinner, but would return my call. I left a voicemail explaining that I badly needed a car, either from him or someone else at the dealership, and that he hasn't actually replied to my emails (maybe he forgot to check the general inbox?) and I asked him to call me  back ASAP. I really needed the July 4th specials. 

The weekend came and went, no reply from Chris. Frustrated, I went to a different dealership in Scottsdale and worked with wonderful people, and that next weekend negotiated a deal on a beautiful CMax that made up for missing out on both the holiday weekend deals and the cash-back deal through my work. TWO WEEKS LATER Chris emails me to say their servers were out of commission, which is why he didn't get my emails, and he would love to help me into a car (this all being said in poor spelling and no caps or punctuation ).

My brother was a car salesman for awhile, so I have a pretty good idea how it goes. I was only given his personal cell number so he could make sure he got my sale instead of anyone else. I'm also an IT student, so I have a very hard time believing their servers were down for two whole weeks. Either they have the worst tech support in the history of ever, or I was put off so I wouldn't have to be offered a holiday deal. Plus, what, did you not check your voicemail?? 

My experience here was beyond unprofessional. I'm glad, now, that I went where I did for my car. Berge only saw my business as a number. I will never shop with them.",1/3/2015 21:02
1014,fNhGmamEwuIdW8w4EsgeaA,H6j_KNWrrcRYYndQgAUizw,vryeyCw8UnwB-cX8FPnEZg,1,2,0,0,"So..... - they sold me a car with a bad clutch - the car only had 40k miles - took it back a couple weeks later when I started noticing it, I noticed it the first day I had it, but was like ""maybe it just delays a little, it has such low miles"" - nope - bad clutch - service told me it was going to be $160 to look at it - I talked to the salesman and finance - they blew me off like nothing - So I drove it as long as I could with a screwed up clutch - the clutch was $1200+ to fix at the dealer - I got it done at a local shop for just over $1000... #1 I and nobody I know will every buy a car from them again - #2 that is what I get for buying a foreign piece of crap - I will only buy American or Toyota (they are mostly made in the U.S. anyways) - Oh and free car washes?? - yeah if you have an hour or so to wait",2/24/2014 8:19
1020,0S8ZTRohX_Ft0FhN-bzO0Q,ZBlSML8YMmfcxNo-zdH1_A,kLKtlA3s4Z6wPefSLKDHmA,1,4,0,0,"Honestly the looks the girls give my fiancé and myself when we come in for each appointment is disgusting, to feel judged and looked at a certain way for absolutely no reason bugs me to no end, they don't know my life they don't know her life they don't know our ages or one single thing about either of us, to add on to that we have had 3 reschedules for 2 appointments now, 2 reschedules for one single appointment in which we were pushed out one week further and again one week further until they got their stuff figured out and can successfully schedule a consistent appointment schedule, we had our first ultrasound today and the woman who did the ultrasound was just an angry woman in which you are putting your trust in to measure and check your babies health and anatomy, she was rude to my fiancé when my fiancé was asking one simple question she replied with I need to focus right now, just let me do these measurements, to add to this whole ordeal, the environment of this office is just not good at all, who watches murder shows on TV with children present in the lobby and blood and gore all over the screen? We were anxiously anticipating an answer on the blood work we did from our last appointment and was not given a single answer and why you ask? Because they showed that we missed our appointment to get it done and we were told that we needed to get it done ASAP, well if you guys actually communicated to the lab office and did your paperwork correctly you would have seen that we went in a did do the lab work just as you told us to do so, we do our part as parents and are consistent with our things in life, don't try to blame us for missing an appointment to get the most important lab work done, which was testing for Down syndrome and other birth defects, would have really loved to know the results to the blood work for our first child. Thanks! One last thing, to the girl who has the short black hair at the front desk and the dermal on her neck who keeps giving myself and my fiancé dirty looks, if you don't like what you do then get a different job and quit staring you may be unhappy but don't make everyone's life as miserable as yours, all of these reviews speak for themselves I would suggest going somewhere else, ANYWHERE else than this place, I would avoid this place at all costs, save yourself the headaches and anger from the disrespectful girls at the front desk",5/13/2017 9:25
1023,5QrOT0QGEoFvtGuWk09fsg,X4cwQL_JZZnAUyCbOwz3pw,ffVS_RgDJOJZNtT79RqS0g,1,4,2,3,"How can this place still be open !!!!
I order a large ox tail $16. Plus tax .

To start off food was warm looks  like food inspector  hasn't been there for a while .
A few pieces  of meat that was very plan tasting. 
Worst that I've ever had .  There was no spice bottle around  .
 There a great place just on 10  or sure what made me even go there .
I blame YELP for my bad decision .
 See picture  of my shiny oxtail 
.",4/27/2018 18:50
1028,te0ERBUawu-23UljhIYGRQ,yOM891kAdwni5ecnGsQcWw,irz64oYL4VYgHWyzvO6_FA,1,2,0,0,"I haven't been to this place in years, although it's painfully and tauntingly close to home.  Reason being that the service sucked, and the food was marginal.

But, Ari was closed last week when I had an afternoon craving, so I thought I'd give EE another chance.

BIG mistake and waste of $25.

I order tempura and sushi to go.  The sushi was beyond aromatic (smelly) and the seaweed wraps were so stale, I couldn't get my canines to rip through it to even chew the food.  The tempura was made in what seemed like pancake batter, it was so heavy and unappealing.  How hard is it to screw up something fried?  Ask EE.

Basically ended up taking a bite of everything, and then throwing all of it out.

Never again.",1/17/2014 1:59
1031,WsfafXYazTJURlxKWEXnag,DzQqwNMb1v5fZtW6urXd1w,ypfFfR3-PbtoslIhohNstw,1,5,3,2,"WORST SERVICE EVER . AVOID AVOID AVOID 

I came here for my birthday dinner and made a reservation for 10 .when we arrived we got two tables one got all you can eat and another got the woonam and couple choice. Each one you can choose 3 meats and get soy bean soup. So while we were ordering our meats ( that was available on both sections ) she was saying how we choose too much from one list , so we ordered 4 meats and two portions of two of them.

- we asked for water, received it after 20 minutes of asking and we never saw them again 
-asked for soybean paste never got it 

As we started getting full I noticed that we had only gotten one soy bean soup and nothing else, later when I had to go pay I asked about our soups and she said ""oh, you didn't get it, I guess I left it at the wrong table "" like wtf? not even an apologize.
After we received the check and people pulled out cards and cash she started to sigh and look annoyed so I just paid and left. It wasn't until after we paid and left we realized we never got one of the meats. 

This is out raging how horrible the service is , the food was good but it can't make up for how horrible the service was .",9/9/2014 17:40
1041,6y1RrPT-NflaPyIiN1UaQw,_J4u2AOsuWhUmCAPnnAIiQ,lGy7jJ9oVZUJNkmZj7ewgA,1,0,2,0,"Garbage! How do you mess up breakfast? Was on vacation in Vegas, tired from a full day of traveling, just wanted something quick. The eggs were mushy,
Taste like instant eggs with powdered cheese. One slice of toast, burnt on one side and not even brown on the other side. And to top it off the potatoes were French fries. Please don't waste your time and money eating at this place.",2/23/2016 18:55
1051,KPTzkqn84CuTRAvvCwCCeg,UTkvIBuXLX75HSm-7DAmmg,luPvNx4XSxaM7pka8EifuA,1,1,0,0,"I'm writing this based on the service and not the food... since i didn't stick around to taste anything. My partner and I wandered into this restaurant and were seated almost immediately. The restaurant was 1/4 full and that may be an exaggeration. I noticed right away that the wait staff looked disorganized. Eye contact with several of them was made in hopes to get a greeting and drink order in. Ten minutes later, new guests walked in and were greeted/served, while I sat around waving my hand to get attention. Nope didn't get any. Walked right out of there.",8/10/2014 21:33
1060,i4piJ8E8XX4FY6HZjnoFfw,SL32HFx_HMtO_tOpjkF4MA,1u_FbiGTSTCc1XvvoT2txw,1,15,3,1,If ZERO stars were possible this gym would be getting that from me. My husband went to this gym today with the 14 pass and at the end of his workout inquired about membership. The lady he spoke to was extremely rude. She told him that he should not have come in without checking with someone first ( mind you that the staff does not show up till 9am and he began his workout at 7am). After scolding him for being at the gym she asked him to leave and said that they were very selective in the people whom the allowed to join their gym. I'm not the type to write reviews but obvious racism is a very good reason for me to break a habit. The lady was very condescending. She is Caucasian and my husband is Latino.,6/26/2012 5:44
1064,RTA-9fCMQhImWadNM2ZZ4Q,c0UJR7iu4gaAyLqb0RPjzw,ZZ5KRLz9TuNs66Y2KYsxRg,1,4,0,0,SCAM!!!!! Bunch of sales crap and no you get nothing for free accept $5 for valet parking after wasting over 2 hours. Tickets are crap don't buy into u wining on the radio.,1/2/2017 4:16
1085,oNl-kj3-NGjKG_We8bCn4A,TNhrTCVgDJ0lLxM0CBqssQ,-2ToCaDFpTNmmg3QFzxcWg,1,1,1,0,"horrible.   Never again.  I booked this through the airline  (Allegiant). waiting no less than 50 minutes so far and no hope of the shuttle in sight.  I've seen a one driver go by twice, we still wait.  I came to Vegas for some much needed R&R.  So far I can't get away from the airport.  Call Uber, probably about the same pride.  Never again for this outfit.",11/9/2016 23:07
1098,uUukEqaoy_-xUCDB3gvGeQ,Y-eZiZcWFbjgFUyGNdQ7Dg,TWkL-VHo6P-WwL8iTvqlYQ,1,3,0,0,"I've been dining at Pei Wei locations all over the Valley for years and years. After moving to Ahwatukee from Central Phoenix a couple of years ago, this location became the closest to me. It used to be reliable and consistent but the last several times I've been, the quality has really suffered. 

A few months ago I ordered some take-out for my family.  After getting it home and going to eat my meal, I realized that my order was very wrong.  Now I'd become accustomed to this location forgetting things like sauces for the appetizers, napkins, soy sauce and fortune cookies (things that are supposed to be included with take-out), but my dish was inedible to me.  

I called to complain, the manager was apologetic and offered that I come back and pick up a replacement OR he would send me a gift card to replace my meal.  Since I have an infant that I needed to get to bed, I opted for the gift card.

A month or so went by and my husband suggested Pei Wei.  That's when I realized that I never received the replacement gift card!  We ordered and when my husband picked it up, he mentioned the issue we had the last time and they gave him a discount.  As usual, things were missing from the order (no appetizer sauce, napkins, fortune cookies, etc.) and the food was just okay.

Tonight we ordered again, this time the food was just horrible.  Bland, no taste whatsoever for either of our dishes!  I ordered the new Korean BBQ with chicken (I had it before) and really liked it.  My husband had the same but with tofu and vegetables.  Neither of us thought the food was good at all.  The sauce which is normally very tasty was so bland and watery that it literally ran off of the chicken.  The 'salad' that comes with it was wilted and soggy, clearly not fresh.  And as expected, no sauce for the crab wontons, no napkins, no soy sauce & no fortune cookies.  

I don't think we will be going back anytime soon - at least not to this location - they really need to get it together.  We're tired of the issues every time we eat in or get take-out from here.",3/20/2011 2:04
1100,6DFMhsGwrNhmV7E2q0020Q,PWJ1Q4DUzJO_XL3xU8XtYA,Gr-2oBg4XyduSKbvnE-i9g,1,0,0,0,"Wow, sooo disappointed! Our first time here and the brunette waitress at the bar had no personality and was very unfriendly, obviously hasn't smiled in a very long time. Pretty sure it's the same one in the other reviews. We waited 45 minutes before anyone came back to see if we needed anything. Would of been great to have a couple more drinks and another appetizer but apparently we had our invisible attire on. We like to find places for work events etc...but will never come back again. Too bad, the atmosphere was great but the service is terrible and so is the bartenders attitude. Tried to contact the manager Sandra, had to leave a voicemail.",4/4/2018 1:54
1120,THzz1zB62bHitYSGeVUjsg,z9VJ-I_RGqNEyku4E7en2A,EKI6veiozSUZ6Ho7L5hfRg,1,0,0,0,"I was craving a bagel sandwich but was pretty tired of TH's, so when I saw this place online I was eager to try it out.  The other reviews didn't hurt either, so I made the effort to go there.

I cannot begin to say how bad it was.   I ordered an egg salad sandwich on a bagel and coffee. A simple enough order, or so I thought.  How bad could it be, you're thinking?    Let me tell you:  undercooked eggs with bright yellow, hard jelly-like yolks, chopped in HUGE chunks with an enormous amount of tasteless, gooey mayonnaise on a Montreal sesame seed bagel (the bagel was good).  

Salt, pepper or any kind of seasoning never saw that 'egg salad'.  It was served with potato chips and a side order of POTATO SALAD??  and a pickle.   Talk about a starch redundancy!   The coffee was tepid at best, and the milk I poured into it had some suspicious looking 'flakes' on the coffee that made me think it's last good day was yesterday.   

The presentation was attractive, but what good is that when the food was almost inedible??   I spent almost $9 for food that I could not stomach.

There is a sign on the wall announcing a change in management, which I could possibly have forgiven their lack of knowledge of menu prep if the changeover date wasn't listed as 2010!!

The people serving me were Japanese, and I suspect they don't know anything about Jewish deli at all.  They really should stick to what they know best, and that isn't deli any way shape or form.  DO NOT WASTE YOUR MONEY.",12/28/2013 22:21
1123,VG-TamJFBuvpgi_6R9RAAQ,bV0rm1txz0T4UTWd8LTC6w,p0iEUamJVp_QpaheE-Nz_g,1,3,0,0,I had heard good things about this hotel but in my first and only stay it was pretty miserable. Vending machines on my floor didn't work the entire 3 days I was there. Internet was down more often than not. Room service unavailable because ovens were down. The 45 minute fire alarm at 3 am was the icing on the cake. I would not recommend this place to anyone ever. I'll make sure my company travel agent also takes this off the list.,9/24/2015 2:29
